Distance mahalanobis,Phrase,Index phrase,Roman
8.341654,"On lève les yeux , on ne voit que les étuis , précieux comme des boîtes chinoises , mais , par moment , on est encore trompé par l ’ appel décevant de la sirène ;",4152,0ducote.txt
8.34221,Faute de griefs on inventait des ridicules .,30943,4laprison.txt
8.342329,"Comme la plupart des êtres , d ’ ailleurs , n ’ était - elle pas comme sont dans les forêts les « étoiles » des carrefours où viennent converger des routes venues , pour notre vie aussi , des points les plus différents .",41018,6retrouve2.txt
8.342549,"et un rhume de cerveau lui apporta , comme un « coup d ' air » pris dans un wagon où la glace ferme mal , l ' impression délicieuse qu ' il avait vu du pays ;",11653,2guermantes1.txt
8.342607,Je changeai de conversation pour dissiper ce nuage d ' orgueilleuse mélancolie dont j ' avais sans le vouloir chargé le front d ' Elstir .,10150,1ombre3.txt
8.342632,"Avec cette merveilleuse docilité contrastaient certains mouvements vite réprimés d ' impatience , qui me firent me demander si Albertine n ' aurait pas formé le projet de secouer sa chaîne .",30238,4laprison.txt
8.342671,Françoise répondit avec une ambiguïté cruelle : - - Faut - il que j ' éteinde ?,16574,2guermantes2.txt
8.342833,"Car s ' il eût été le moins du monde de mèche avec Albertine , il ne m ' eût jamais avoué qu ' il l ' avait laissée libre de onze heures du matin à six heures du soir .",29643,4laprison.txt
8.342989,"Et tandis que mon amour attendant sans cesse du lendemain l ’ aveu de celui de Gilberte , annulait , défaisait chaque soir le travail mal fait de la journée , dans l ’ ombre de moi - même une ouvrière inconnue ne laissait pas au rebut les fils arrachés et les disposait , sans souci de me plaire et de travailler à mon bonheur , dans un ordre différent qu ’ elle donnait à tous ses ouvrages .",4937,0ducote.txt
8.343059,"Puis ç ' avait été , une demi - heure après , l ' arrivée d ' Albertine , puis la promenade avec Albertine arrivée , promenade que j ' avais crue ennuyeuse parce qu ' elle était pour moi accompagnée de certitude , mais , à cause de cette certitude même , qui avait , à partir du moment où Françoise m ' avait téléphoné qu ' elle la ramenait , coulé un calme d ' or dans les heures qui avaient suivi , en avait fait comme une deuxième journée bien différente de la première , parce qu ' elle avait un tout autre dessous moral , un dessous moral qui en faisait une journée originale , qui venait s ' ajouter à la variété de celles que j ' avais connues jusque - là , journée que je n ' eusse jamais pu imaginer - - comme nous ne pourrions imaginer le repos d ' un jour d ' été si de tels jours n ' existaient pas dans la série de ceux que nous avons vécus , - - journée dont je ne pouvais pas dire absolument que je me la rappelais , car à ce calme s ' ajoutait maintenant une souffrance que je n ' avais pas ressentie alors .",34472,5disparue1.txt
8.343063,"Bientôt - - baignée dans le brouillard violet qui s ' élevait surtout dans la dernière partie de l ' œuvre de Vinteuil , si bien que , même quand il introduisait quelque part une danse , elle restait captive dans une opale - - j ' aperçus une autre phrase de la sonate , restant si lointaine encore que je la reconnaissais à peine ;",31323,4laprison.txt
8.343372,"Si rares qu ’ ils devinssent , ces moments - là ne furent pas inutiles .",3722,0ducote.txt
8.343393,"Je me rendais compte que ce grand amour prolongé pour Albertine , était comme l ' ombre du sentiment que j ' avais eu pour elle , en reproduisait les diverses parties et obéissait aux mêmes lois que la réalité sentimentale qu ' il reflétait au delà de la mort .",35016,5disparue1.txt
8.3434305,"Et quand il s ' agissait d ' une chose choquante comme celle - ci , ma mère , qui , par le mouvement du cœur inverse de celui des méchants qui se plaisent à supposer que ceux qu ' ils n ' aiment pas ont plus souffert qu ' on ne croit , ne voulait pas dans sa tendresse pour ma grand ' mère admettre que rien de triste , de diminuant eût pu lui arriver .",36560,5disparue2.txt
8.343439,"Quand je lui eus expliqué qui était le baron , il parut quelque peu rêveur et éprouva ce regret que M . de Charlus lui avait prédit .",25912,3sodome2.txt
8.343618,"A travers le corps languissant et perméable dont elle était enveloppée , ma pensée souriante rejoignait , exigeait le plaisir si doux d ' une partie de barres avec Gilberte , et une heure plus tard , me soutenant à peine , mais heureux à côté d ' elle , j ' avais la force de le goûter encore .",5938,1ombre1.txt
8.3439,Des étrennes j ' en avais reçu mais non pas les seules qui m ' eussent fait plaisir et qui eussent été un mot de Gilberte .,5843,1ombre1.txt
8.344105,"Je n ' étais pas seulement exaspéré par ce déroulement doucereux , je me demandais si Andrée avait vraiment pour Albertine l ' affection qu ' elle prétendait .",29218,4laprison.txt
8.34417,« Oh ! comme c ' est émouvant ! s ' écria M . de Charlus en s ' approchant avec vénération de la relique .,31498,4laprison.txt
8.344269,"Mais mon observation était d ' autant plus malencontreuse que la marchande des quatre - saisons suivante annonçait quelque chose que Cottard défendait bien plus encore : _ À la romaine , à la romaine !",29563,4laprison.txt
8.344737,"À côté de ce Septuor , certaines phrases de la sonate que seules le public connaissait , apparaissaient comme tellement banales qu ' on ne pouvait pas comprendre comment elles avaient pu exciter tant d ' admiration .",31362,4laprison.txt
8.345178,Pendant un instant elle ne fit que frapper d ' irréalité tout ce qui m ' entourait .,6004,1ombre1.txt
8.345849,J ' étais frappé combien sa diction ressemblait à celle de Swann encore plus qu ' à Balbec .,15434,2guermantes2.txt
8.346182,"Ces circonstances nouvelles , elle s ’ y était prêtée sans doute par cupidité , mais aussi parce que , assez recherchée dans le monde quand elle avait une fille à marier , laissée de côté dès que Gilberte eut épousé Saint - Loup , elle sentit que le duc de Guermantes , qui eût tout fait pour elle , lui amènerait nombre de duchesses peut - être enchantées de jouer un tour à leur amie Oriane , et peut - être enfin piquée au jeu par le mécontentement de la duchesse sur laquelle un sentiment féminin de rivalité la rendait heureuse de prévaloir .",40836,6retrouve2.txt
8.346418,Et n ' était - il pas naturel que maintenant l ' étoile finissante de mon amour dans lequel elles s ' étaient condensées se dispersât de nouveau en cette poussière disséminée de nébuleuses ?,35336,5disparue2.txt
8.346631,Et pourtant on a raison aussi .,34091,5disparue1.txt
8.346667,"Sans doute le mensonge la compliquait encore , car , ne se rappelant plus au juste nos conversations , quand elle m ' avait dit : « Ah ! voilà une jolie fille et qui jouait bien au golf » , et que lui ayant demandé le nom de cette jeune fille , elle m ' avait répondu de cet air détaché , universel , supérieur , qui a sans doute toujours des parties libres , car chaque menteur de cette catégorie l ' emprunte chaque fois pour un instant dès qu ' il ne veut pas répondre à une question , et il ne lui fait jamais défaut : « Ah ! je ne sais pas ( avec regret de ne pouvoir me renseigner ) je n ' ai jamais su son nom , je la voyais au golf , mais je ne savais pas comment elle s ' appelait » ;",33447,4laprison.txt
8.346871,"Elle regarda fixement dans le vide puis me répondit : « Oui , c ' est - à - dire non .",32676,4laprison.txt
8.347165,Aussitôt mon soupçon me reprenait ;,28651,4laprison.txt
8.347327,"Celle - ci cependant , attentive à son jeu ou à la causerie , faisait semblant de ne pas voir les arrivantes et ce n ' est qu ' au moment où elles étaient à deux pas d ' elle , qu ' elle se levait gracieusement en souriant avec bonté pour les femmes .",17677,2guermantes3.txt
8.347399,"La résurrection au réveil - - après ce bienfaisant accès d ' aliénation mentale qu ' est le sommeil - - doit ressembler au fond à ce qui se passe quand on retrouve un nom , un vers , un refrain oubliés .",12528,2guermantes1.txt
8.347649,"Et je me demandais par quel hasard , dans la lunette indifférente à travers laquelle Mme de Villeparisis considérait d ' assez loin l ' agitation sommaire , minuscule et vague de la foule des gens qu ' elle connaissait , se trouvait intercalé à l ' endroit où elle considérait mon père , un morceau de verre prodigieusement grossissant qui lui faisait voir avec tant de relief et dans le plus grand détail tout ce qu ' il avait d ' agréable , les contingences qui le forçaient à revenir , ses ennuis de douane , son goût pour le Greco , et , changeant pour elle l ' échelle de sa vision , lui montrait ce seul homme si grand au milieu des autres , tout petits , comme ce Jupiter à qui Gustave Moreau a donné , quand il l ' a peint à côté d ' une faible mortelle , une stature plus qu ' humaine .",8472,1ombre2.txt
8.347772,"Et ces lieux qui jusque - là ne m ’ avaient semblé que de la nature immémoriale , restée contemporaine des grands phénomènes géologiques , - - et tout aussi en dehors de l ’ histoire humaine que l ’ Océan ou la grande Ourse , avec ces sauvages pêcheurs pour qui , pas plus que pour les baleines , il n ’ y eut de moyen âge - - , ç ’ avait été un grand charme pour moi de les voir tout d ’ un coup entrés dans la série des siècles , ayant connu l ’ époque romane , et de savoir que le trèfle gothique était venu nervurer aussi ces rochers sauvages à l ’ heure voulue , comme ces plantes frêles mais vivaces qui , quand c ’ est le printemps , étoilent çà et là la neige des pôles .",4683,0ducote.txt
8.348002,"Quand elle l ' aperçut , en cette mère la joie battit véritablement comme un coup d ' aile , le corps de Mme de Marsantes se souleva à demi , son visage palpita et elle attachait sur Robert des yeux émerveillés : - - Comment , tu es venu ! quel bonheur ! quelle surprise !",14914,2guermantes2.txt
8.348511,"- - Vous savez que c ’ est une affreuse espionne , s ’ écriait Mme Verdurin qui n ’ avait pas oublié l ’ attitude que la souveraine déchue avait eue un soir chez elle .",37753,6retrouve1.txt
8.348667,"Après tout , d ' autres que vous en ont de pareils sur la conscience , et vous n ' êtes pas le seul qui se soit cru poète à son heure .",5660,1ombre1.txt
8.349239,Ils n ’ étaient qu ’ une mince tranche au milieu d ’ impressions contiguës qui formaient notre vie d ’ alors ;,5143,0ducote.txt
8.349961,"Voyez , elle est venue tout exprès de Guermantes pour entendre le Saint - François d ’ Assise de Liszt et elle n ’ a eu le temps , comme une jolie mésange , que d ’ aller piquer pour les mettre sur sa tête quelques petits fruits de prunier des oiseaux et d ’ aubépine ;",4039,0ducote.txt
8.351931,L ’ esprit a ses paysages dont la contemplation ne lui est laissée qu ’ un temps .,41088,6retrouve2.txt
8.352564,"tandis qu ' elles s ' étaient liées au contraire avec d ' autres vers qui les attiraient un certain mélange de grâce , de souplesse et d ' élégance physique , seule forme sous laquelle elles pussent se représenter la franchise d ' un caractère séduisant et la promesse de bonnes heures à passer ensemble .",9591,1ombre3.txt
8.352985,"C ' est ainsi que bâille d ' avance d ' ennui un lettré à qui on parle d ' un nouveau « beau livre » , parce qu ' il imagine une sorte de composé de tous les beaux livres qu ' il a lus , tandis qu ' un beau livre est particulier , imprévisible , et n ' est pas fait de la somme de tous les chefs - d ' oeuvre précédents mais de quelque chose que s ' être parfaitement assimilé cette somme ne suffit nullement à faire trouver , car c ' est justement en dehors d ' elle .",8026,1ombre2.txt
8.353127,Tandis que Dostoïevski . . . . . .,33075,4laprison.txt
8.353784,"pensais - je , et c ' était bien là en effet ma souffrance .",31993,4laprison.txt
8.354735,"Or quel étonnement aurait eu M . de Charlus si , un jour que Morel et lui étaient en retard et n ' étaient pas venus par le chemin de fer , il avait entendu la Patronne dire : « Nous n ' attendons plus que ces demoiselles ! »",26634,3sodome2.txt
8.355436,"Et aussitôt je vis qu ' elle n ' avait pas dit « casser » , mais « me faire casser » .",32561,4laprison.txt
8.356535,Et c ' est la tare originelle de ce genre de littérature dont ne sont pas exceptés les célèbres _ Lundis _ que leur valeur réside dans l ' impression qu ' elle produit sur les lecteurs .,35443,5disparue2.txt
8.35687,"Les secondes , qui avaient quelque difformité de la face , avaient même sur les belles certains avantages .",39996,6retrouve2.txt
8.357175,"Je palpitais de la même angoisse que , bien loin dans le passé , j ' avais éprouvée autrefois , un jour que petit enfant , dans une foule , je l ' avais perdue , angoisse moins de ne pas la retrouver que de sentir qu ' elle me cherchait , de sentir qu ' elle se disait que je la cherchais ;",13191,2guermantes1.txt
8.357211,"alors , tout d ’ un coup , quelque pensée simplement humaine , quelque bon sentiment comme il en existe dans toutes les créatures , quand dans un moment de repos ou de repliement elles sont livrées à elles - mêmes , jaillissait dans ses yeux comme un rayon jaune .",3718,0ducote.txt
8.357758,"Je comprenais d ' ailleurs très mal ce qui s ' était passé , et c ' est d ' autant plus naturel que M . de Charlus lui - même ignorait entièrement que depuis quelques jours et particulièrement ce jour - là , même avant le honteux épisode qui ne se rapportait pas directement à l ' état du violoniste , Morel était repris de neurasthénie .",30505,4laprison.txt
8.358142,"Car , chacune , je l ’ avais connue à diverses reprises , en des temps différents où elle était une autre pour moi , où moi - même j ’ étais autre , baignant dans des rêves d ’ une autre couleur .",40518,6retrouve2.txt
8.358216,"Et pourtant , parce qu ’ il y a quelque chose d ’ individuel dans les lieux , quand me saisit le désir de revoir le côté de Guermantes , on ne le satisferait pas en me menant au bord d ’ une rivière où il y aurait d ’ aussi beaux , de plus beaux nymphéas que dans la Vivonne , pas plus que le soir en rentrant , - - à l ’ heure où s ’ éveillait en moi cette angoisse qui plus tard émigre dans l ’ amour , et peut devenir à jamais inséparable de lui - - , je n ’ aurais souhaité que vînt me dire bonsoir une mère plus belle et plus intelligente que la mienne .",2100,0ducote.txt
8.3585825,Vous m ' aviez parlé de Marcouville l ' Orgueilleuse .,27458,3sodome2.txt
8.358961,"À vrai dire ce contentement , c ' était de la moquerie , car bien que j ' eusse fini par le prononcer à peu près comme elle , elle trouvait entre nos deux prononciations des abîmes qui la ravissaient et se mit à regretter de ne plus voir des gens de son pays auxquels elle n ' avait jamais pensé depuis bien des années et qui , paraît - il , se seraient tordus d ' un rire qu ' elle eût voulu entendre , en m ' écoutant parler si mal le patois .",29952,4laprison.txt
8.35922,"Je savais quel dégoût ma grand ' mère avait de voir certaines bêtes , à plus forte raison d ' être touchée par elles .",16212,2guermantes2.txt
8.359684,"Du coin où il lisait un volume de Balzac , M . de Charlus perçut cette hésitation ;",26568,3sodome2.txt
8.359899,"Quelquefois , ce « spectacle dans un lit » ne suffisait même pas à ma tante , elle voulait faire jouer ses pièces .",1403,0ducote.txt
8.3603525,"et à la vue des mêmes souffrances dont la description l ’ avait fait pleurer , elle n ’ eut plus que des ronchonnements de mauvaise humeur , même d ’ affreux sarcasmes , disant , quand elle crut que nous étions partis et ne pouvions plus l ’ entendre : « Elle n ’ avait qu ’ à ne pas faire ce qu ’ il faut pour ça ! ça lui a fait plaisir ! qu ’ elle ne fasse pas de manières maintenant .",1479,0ducote.txt
8.360541,"Il semblait plutôt que ces mots eussent été , dès sa nubilité précoce , des réponses à des « Vous savez que je n ' ai jamais trouvé une personne aussi jolie que vous . »",28123,4laprison.txt
8.360583,"Swann aimait beaucoup la princesse des Laumes , puis sa vue lui rappelait Guermantes , terre voisine de Combray , tout ce pays qu ’ il aimait tant et où il ne retournait plus pour ne pas s ’ éloigner d ’ Odette .",4037,0ducote.txt
8.360657,"Mes rencontres avec M . de Charlus , par exemple , ne m ’ avaient - elles pas permis , même avant que sa germanophilie me donnât la même leçon , et mieux encore que mon amour pour Mme de Guermantes , ou pour Albertine , que l ’ amour de Saint - Loup pour Rachel , de me convaincre combien la matière est indifférente et que tout peut y être mis par la pensée , vérité que le phénomène si mal compris , si inutilement blâmé , de l ’ inversion sexuelle grandit plus encore que celui déjà si instructif de l ’ amour ;",39620,6retrouve2.txt
8.360751,"Ici , encore ce matin , nous n ' avons pas seulement eu le temps de casser la croûte .",11848,2guermantes1.txt
8.361005,"Mais déjà le charme dont , par son simple fonctionnement , se remplissait mon esprit dès qu ’ il songeait à elle , la position particulière , unique , - - fût elle affligeante , - - où me plaçait inévitablement par rapport à Gilberte , la contrainte interne d ’ un pli mental , avaient commencé à ajouter , même à cette marque d ’ indifférence , quelque chose de romanesque , et au milieu de mes larmes se formait un sourire qui n ’ était que l ’ ébauche timide d ’ un baiser .",4923,0ducote.txt
8.361317,"ajoutait le valet de chambre qui avait l ' habitude , comme il fredonnait les refrains de l ' année , de parsemer ses discours des plaisanteries nouvelles .",11769,2guermantes1.txt
8.361849,"dira - t - on , quelle invraisemblance .",28477,4laprison.txt
8.362393,"Mais que ces modèles médiocres que j ’ avais connus eussent en outre inspiré , conseillé certains arrangements qui m ’ avaient enchanté , que la présence de tel d ’ entre eux dans les tableaux fût plus que celle d ’ un modèle , mais d ’ un ami qu ’ on veut faire figurer dans ses toiles , c ’ était à se demander si tous les gens que nous regrettons de ne pas avoir connus parce que Balzac les peignait dans ses livres ou les leur dédiait en hommage d ’ admiration , sur lesquels Sainte - Beuve ou Baudelaire firent leurs plus jolis vers , si , à plus forte raison , toutes les Récamier , toutes les Pompadour ne m ’ eussent pas paru d ’ insignifiantes personnes , soit par une infirmité de ma nature , ce qui me faisait alors enrager d ’ être malade et de ne pouvoir retourner voir tous les gens que j ’ avais méconnus , soit qu ’ elles ne dussent leur prestige qu ’ à une magie illusoire de la littérature , ce qui forçait à changer de dictionnaire pour lire et me consolait de devoir d ’ un jour à l ’ autre , à cause des progrès que faisait mon état maladif , rompre avec la société , renoncer au voyage , aux musées , pour aller me soigner dans une maison de santé .",37276,6retrouve1.txt
8.362532,"Trois jours où j ' avais été bien tranquille , bien que la pluie de cartes qu ' elle m ' avait envoyée , ne me fût parvenue , à cause du détestable fonctionnement de ces postes bretonnes ( bonnes l ' été , mais sans doute désorganisées l ' hiver ) , que huit jours après le retour d ' Albertine et du chauffeur , si vaillants que le matin même de leur retour ils reprirent , comme si de rien n ' était , leur promenade quotidienne .",29697,4laprison.txt
8.362603,"Ce que vous dites est d ' un faux , d ' un absurde , d ' un à côté .",31907,4laprison.txt
8.363056,"Quant à ce dîner , je ne me le rappelle que trop bien , ce n ' était pas du tout chez Zénaïde , qui n ' a pas vu Bornier de sa vie et qui doit croire , si on lui parle de la _ Fille de Roland _ , qu ' il s ' agit d ' une princesse Bonaparte qu ' on prétendait fiancée au fils du roi de Grèce ;",18094,2guermantes3.txt
8.363088,"Dans ce mot , je lui disais que j ' étais bouleversé par une lettre reçue à l ' instant de la même dame à cause de qui elle savait que j ' avais été si malheureux une nuit à Balbec .",29907,4laprison.txt
8.363104,Parfois sur ces sommeils différents s ' abattait une obscurité subite .,29511,4laprison.txt
8.363314,"Que de types imprévus , quelle invention dans le caractère des visages , quelle décision , quelle fraîcheur , quelle naïveté dans les traits .",10177,1ombre3.txt
8.363511,Malheureusement cette vie si mêlée à celle d ' Albertine n ' exerçait pas d ' action que sur moi ;,26281,3sodome2.txt
8.363848,"Tous les jours elle écrivait son regret d ’ avoir été privée - - par une visite inopinée de sa belle - mère , par une invitation de son beau - frère , par l ’ Opéra , par une partie de campagne - - d ’ une soirée à laquelle elle n ’ aurait jamais songé à se rendre .",3927,0ducote.txt
8.363857,"si je parlais d ’ eux en essayant d ’ épeler le nom , on croyait à des rastaquouères .",40195,6retrouve2.txt
8.364182,Certains des habitués plus que de retrouver leur liberté morale furent tentés par l ’ obscurité qui s ’ était soudain faite dans les rues .,38788,6retrouve1.txt
8.364502,"Aussi je pensais à l ’ illusion dont nous sommes dupes quand , entendant parler d ’ un célèbre vieillard , nous nous fions d ’ avance à sa bonté , à sa justice , à sa douceur d ’ âme ;",39939,6retrouve2.txt
8.364649,"Sa colère s ' étendit même jusqu ' à Andrée et se disant sans doute que , maintenant , je ne serais plus tranquille même quand elle sortirait avec Andrée : « D ' ailleurs Andrée m ' exaspère .",33289,4laprison.txt
8.364786,"Il en fut encore ainsi au moment du meurtre de Raspoutine , meurtre auquel on fut surpris , d ’ ailleurs , de trouver un si fort cachet de couleur russe , dans un souper à la Dostoïewski ( impression qui eût été encore bien plus forte si le public n ’ avait pas ignoré de tout cela ce que savait parfaitement M . de Charlus ) , parce que la vie nous déçoit tellement que nous finissons par croire que la littérature n ’ a aucun rapport avec elle et que nous sommes stupéfaits de voir que les précieuses idées que les livres nous ont montrées s ’ étalent , sans peur de s ’ abîmer , gratuitement , naturellement , en pleine vie quotidienne et , par exemple , qu ’ un souper , un meurtre , événement russe , ont quelque chose de russe .",37895,6retrouve1.txt
8.3648815,Ce soupçon ne me vint même pas .,29669,4laprison.txt
8.365075,J ' avais pensé à une poule mouillée et ces cheveux m ' avaient fait incarner en Albertine une autre âme que jusque - là la figure violette et le regard mystérieux .,10823,1ombre3.txt
8.365077,"C ' était peu aimable pour mon amie , mais , dans le fond , je fus enchanté qu ' Albertine reçût cette petite leçon et vît que souvent les femmes ne faisaient pas attention à elle .",33441,4laprison.txt
8.365565,Ses sourcils arqués comme je ne les avais jamais vus entouraient les globes de ses paupières comme un doux nid d ' alcyon .,28797,4laprison.txt
8.365804,"Toute la journée , je continuais à causer avec Albertine , je l ' interrogeais , je lui pardonnais , je réparais l ' oubli des choses que j ' avais toujours voulu lui dire pendant sa vie .",35116,5disparue1.txt
8.365837,"Cette Venise sans sympathie pour moi où j ' allais rester seul , ne me semblait pas moins isolée , moins irréelle , et c ' était ma détresse que le chant de « sole mio » , s ' élevant comme une déploration de la Venise que j ' avais connue , semblait prendre à témoin .",36448,5disparue2.txt
8.365933,"Ce souvenir me causa une douleur aiguë mais brève , et tandis que le concierge cherchait sa femme , je songeais surtout - - pensant à Mlle d ' Éporcheville et comme dans ces minutes d ' attente où un nom , un renseignement qu ' on a on ne sait pourquoi adapté à un visage , se trouve un instant libre et flotte , prêt s ' il adhère à un nouveau visage , à rendre rétrospectivement le premier sur lequel il vous avait renseigné inconnu , innocent , insaisissable , - - que la concierge allait peut - être m ' apprendre que Mlle d ' Éporcheville était au contraire une des deux brunes .",35373,5disparue2.txt
8.366104,"car , dès cette soirée même , mes idées de l ' art allaient se relever de la diminution qu ' elles avaient éprouvée l ' après - midi , tandis qu ' en revanche le calme , et par conséquent la liberté qui me permettrait de me consacrer a lui , allait m ' être de nouveau retiré .",30547,4laprison.txt
8.366209,"- - Mais , lui dis - je , sentant que la seule manière de réhabiliter Poussin aux yeux de Mme de Cambremer c ' était d ' apprendre à celle - ci qu ' il était redevenu à la mode , M . Degas assure qu ' il ne connaît rien de plus beau que les Poussin de Chantilly .",22914,3sodome1.txt
8.366967,"Ce qu ' on apprécie là dedans , c ' est que c ' est finement observé , amusant , parisien , et puis on passe .",18254,2guermantes3.txt
8.367072,"Aujourd ’ hui Noyon sera délivré , demain on n ’ aura plus ni pain ni chocolat , après - demain celui qui se croyait tranquille et accepterait au besoin une balle qu ’ il n ’ imagine pas s ’ affolera parce qu ’ il lira dans les journaux que sa classe est rappelée .",38100,6retrouve1.txt
8.367108,"En attendant , la princesse de Parme paraissait aussi embarrassée qu ' auraient pu l ' être les héritiers de la couronne des Pays - Bas et de Belgique , respectivement prince d ' Orange et duc de Brabant , si on avait voulu leur présenter M . de Mailly Nesle , prince d ' Orange , et M . de Charlus , duc de Brabant .",18560,2guermantes3.txt
8.367116,"Telle , les yeux aveugles , les lèvres scellées , les jambes liées , le corps nu , la figure du sommeil que projetait mon sommeil lui - même avait l ' air de ces grandes figures allégoriques où Giotto a représenté l ' Envie avec un serpent dans la bouche , et que Swann m ' avait données .",13344,2guermantes1.txt
8.367561,"Aux reproches que je fis à Albertine quand Saint - Loup nous eut quittés , elle me répondit qu ' elle avait voulu , par sa froideur avec moi , effacer à tout hasard l ' idée qu ' il avait pu se faire si , au moment de l ' arrêt du train , il m ' avait vu penché contre elle et mon bras passé autour de sa taille .",23627,3sodome1.txt
8.367673,"Quand leur voyage semblait fini , quelques - unes , plus débiles , plus lentes , arrivaient encore .",1765,0ducote.txt
8.367714,"Mais les noms présentent des personnes - - et des villes qu ’ ils nous habituent à croire individuelles , uniques comme des personnes - - une image confuse qui tire d ’ eux , de leur sonorité éclatante ou sombre , la couleur dont elle est peinte uniformément comme une de ces affiches , entièrement bleues ou entièrement rouges , dans lesquelles , à cause des limites du procédé employé ou par un caprice du décorateur , sont bleus ou rouges , non seulement le ciel et la mer , mais les barques , l ’ église , les passants .",4707,0ducote.txt
8.367733,Quelquefois les Swann se décidaient à rester à la maison tout l ' après - midi .,6368,1ombre1.txt
8.36777,"Alors , comme quand on sent venir dans un journal une parole émouvante , je n ' attendais que d ' avoir aperçu l ' avion pour fondre en larmes .",26451,3sodome2.txt
8.367878,"Comme dans la poésie j ’ entrais tout de même avec un sourire , mais vraiment ce n ’ était pas juste , il aurait dû me laisser , à l ’ égard de ses maîtresses , le droit d ’ être volage , car , en accumulant tous ses laissés pour compte , j ’ avais fini par ne plus avoir une après - midi à moi .",40705,6retrouve2.txt
8.368008,"Mais du moment que j ' avais l ' assurance de ce retour , il ne fallait pas avoir l ' air de le hâter , mais au contraire effacer le mauvais effet de la démarche de Saint - Loup que je pourrais toujours plus tard désavouer en disant qu ' il avait agi de lui - même , parce qu ' il avait toujours été partisan de ce mariage .",34001,5disparue1.txt
8.36816,"Or je ne suis évidemment qu ' un vulgaire ignorant à côté de ce puits de science , mais je suis bien allé mille fois à Pont - à - Couleuvre pour lui une , et du diable si j ' y ai jamais vu un seul de ces vilains serpents , je dis vilains , malgré l ' éloge qu ' en fait le bon La Fontaine ( _ L ' Homme et la couleuvre _ était une des deux fables ) .",24623,3sodome2.txt
8.368459,"Je dois dire que ce qui m ' avait paru le plus grave et m ' avait le plus frappé comme symptôme , c ' était qu ' elle allât au - devant de mon accusation , c ' était qu ' elle m ' eût dit : « Je crois qu ' ils ont eu Mlle Vinteuil ce soir » , ainsi à quoi j ' avais répondu le plus cruellement possible : « Vous ne m ' aviez pas dit que vous l ' aviez rencontrée . »",32424,4laprison.txt
8.368577,Et je compris que le premier regard voulait dire : « Qu ’ est - ce que ça ? tu l ’ as volée ?,38428,6retrouve1.txt
8.368827,"De même qu ' au point de vue de son charme , je n ' avais longtemps considéré que les positions différentes qu ' elle occupait dans mon souvenir dans le plan des années , et que j ' avais été surpris de voir qu ' elle s ' était spontanément enrichie de modifications qui ne tenaient pas qu ' à la différence des perspectives , de même j ' aurais dû chercher à comprendre son caractère comme celui d ' une personne quelconque et peut - être m ' expliquant alors pourquoi elle s ' obstinait à me cacher son secret , j ' aurais évité de prolonger , entre nous , avec cet acharnement étrange ce conflit qui avait amené la mort d ' Albertine .",34580,5disparue1.txt
8.368867,"En réalité elle avait dû les écrire à peu d ' instants l ' une de l ' autre , peut - être ensemble , et antidater la première .",34360,5disparue1.txt
8.368869,"Mais plus que le sentiment patriotique , le parti pris religieux de votre ami lui fait commettre des erreurs grossières .",24090,3sodome2.txt
8.36888,Je protestai à M . de Charlus que je n ' avais absolument rien dit de lui .,19072,2guermantes3.txt
8.368903,"à plusieurs reprises telle ou telle phrase de la sonate revenait , mais chaque fois changée , sur un rythme , un accompagnement différents , la même et pourtant autre , comme renaissent les choses dans la vie ;",31320,4laprison.txt
8.369158,"D ' ailleurs on oubliait que Mme Verdurin eût avoué , en même temps que son chagrin , qu ' elle n ' avait pas eu le courage de renoncer à un plaisir ;",31059,4laprison.txt
8.369269,") D ' abord , j ' avais entendu dire , et je prévoyais bien que vous aviez , dans la malheureuse affaire qui divise le pays , des opinions entièrement opposées aux miennes .",21245,3sodome1.txt
8.369494,"Transporté alors dans un moment oublié dont l ' habitude d ' y penser n ' avait pas pour moi émoussé la force , et où Albertine vivait encore , ses fautes prenaient quelque chose de plus voisin , de plus angoissant , de plus atroce .",34905,5disparue1.txt
8.369535,"Et en effet , si cela n ' avait pas été défendu , quel repos sans tristesse j ' aurais goûté là , protégé par cette atmosphère de tranquillité , de vigilance et de gaieté qu ' entretenaient mille volontés réglées et sans inquiétude , mille esprits insouciants , dans cette grande communauté qu ' est une caserne où , le temps ayant pris la forme de l ' action , la triste cloche des heures était remplacée par la même joyeuse fanfare de ces appels dont était perpétuellement tenu en suspens sur les pavés de la ville , émietté et pulvérulent , le souvenir sonore ;",12410,2guermantes1.txt
8.369647,Or voici que cette notion qu ' il avait acquise se trouvait remise en question .,30723,4laprison.txt
8.369649,"la première muerait encore , comme le second changerait .",11040,1ombre3.txt
8.369933,"Elle avait beau se redresser à des instants , pour sourire , soit par moquerie de soi - même , soit par peur de laisser sans réponse quelque parole aimable qu ' on lui eût adressée , elle retombait malgré elle , en proie au mal implacable et délicieux .",25253,3sodome2.txt
8.369994,"Je la retrouvais de promenade en promenade , toujours dans la même situation , faisant penser à certains neurasthéniques au nombre desquels mon grand - père comptait ma tante Léonie , qui nous offrent sans changement au cours des années le spectacle des habitudes bizarres qu ’ ils se croient chaque fois à la veille de secouer et qu ’ ils gardent toujours ;",1959,0ducote.txt
8.370088,"Mais , méchante de nature , elle faisait passer le plaisir d ' humilier les siens avant celui de se glorifier elle - même .",36630,5disparue2.txt
